# Argument List:
# Name = demo
# peak file = Analysis/MAX_HeLa_S3_chip_seq.bed
# distance = 100000 bp
#chrom	txStart	txEnd	refseq	score	strand	symbol	rank
chr1	151700057	151716820	NM_001291106	0.033	-	CELF3	21933
chr1	151700057	151716820	NM_001172649	0.033	-	CELF3	21934
chr1	151700057	151716820	NM_007185	0.033	-	CELF3	21935
chr7	128791409	128822133	NM_001201372	0.033	+	CCDC136	21936
chr13	33103134	33186079	NM_178007	0.033	-	STARD13	21937
chr13	33117547	33186079	NM_001243466	0.033	-	STARD13	21938
chr3	51894875	51903370	NM_152397	0.033	-	IQCF1	21939
chr19	54216277	54223087	NM_001081450	0.033	-	LILRB3	21940
chr19	54216277	54223087	NM_006864	0.033	-	LILRB3	21941
chr1	1167103	1167198	NR_029639	0.033	+	MIR200B	21942
chr17	6985122	7012334	NR_040089	0.033	-	ALOX12-AS1	21943
chr2	131492812	131521576	NR_026922	0.032	+	LOC150776	21944
chr1	148482547	148483285	NM_001123068	0.032	-	PPIAL4G	21945
chr17	61942604	62065282	NM_005121	0.032	-	MED13	21946
chr8	109240918	109334121	NM_032869	0.032	-	NUDCD1	21947
chr16	176650	177522	NM_000558	0.032	+	HBA1	21948
chr21	36320188	36376646	NM_015358	0.032	+	MORC3	21949
chr17	7012416	7014533	NR_037716	0.032	+	RNASEK	21950
chr17	7012416	7014533	NR_037715	0.032	+	RNASEK	21951
chr17	7012416	7017524	NR_037717	0.032	+	RNASEK-C17orf49	21952
chr17	7012416	7014533	NM_001004333	0.032	+	RNASEK	21953
chr7	23710166	23832511	NM_001260505	0.032	+	STK31	21954
chr7	23710166	23832511	NR_048542	0.032	+	STK31	21955
chr7	23710166	23832511	NM_031414	0.032	+	STK31	21956
chr8	8702155	8704107	NM_194284	0.032	+	CLDN23	21957
chr6	138422043	138499442	NM_001144060	0.032	-	NHSL1	21958
chr3	184315163	184335358	NM_182917	0.032	+	EIF4G1	21959
chr1	99850083	99924023	NM_000642	0.032	+	AGL	21960
chr4	121816443	121823933	NM_001237	0.032	-	CCNA2	21961
chr14	58638038	58648320	NM_016651	0.032	+	DACT1	21962
chr14	58638038	58648320	NM_001079520	0.032	+	DACT1	21963
chrX	153536121	153582929	NM_001001344	0.032	+	ATP2B3	21964
chrX	153536121	153582929	NM_021949	0.032	+	ATP2B3	21965
chr22	50245183	50251405	NM_032019	0.032	-	HDAC10	21966
chr22	50245183	50251405	NM_001159286	0.032	-	HDAC10	21967
chr16	88742766	88745748	NR_120387	0.032	+	LOC339059	21968
chr5	159100482	159117478	NR_109890	0.032	+	LOC101927740	21969
chr8	109334322	109345960	NM_001193557	0.032	+	ENY2	21970
chr8	109334322	109345960	NM_020189	0.032	+	ENY2	21971
chr8	109334322	109345960	NR_036472	0.032	+	ENY2	21972
chr8	109334322	109345960	NR_036471	0.032	+	ENY2	21973
chr7	23710325	23832511	NM_032944	0.032	+	STK31	21974
chr7	23710325	23832511	NM_001260504	0.032	+	STK31	21975
chr7	128937936	128950042	NM_001098629	0.032	+	IRF5	21976
chr7	128937936	128950042	NM_001098630	0.032	+	IRF5	21977
chr7	128937936	128950042	NM_001242452	0.032	+	IRF5	21978
chr3	188153872	188890671	NM_001167672	0.032	+	LPP	21979
chr15	80072560	80138393	NM_001242916	0.032	+	ZFAND6	21980
chr15	80072560	80138393	NM_001242915	0.032	+	ZFAND6	21981
chr7	77537455	77640071	NM_002835	0.032	+	PTPN12	21982
chr2	131483959	131492491	NM_001085365	0.032	-	MZT2A	21983
chr12	20571863	20684107	NM_001244683	0.032	+	PDE3A	21984
chr1	151700057	151716316	NM_001172648	0.032	-	CELF3	21985
chr19	9757474	9768734	NM_001077624	0.032	-	ZNF846	21986
chr9	113580876	113597743	NM_001282922	0.032	+	RGS3	21987
chr9	135462718	135472249	NR_038969	0.032	-	PPP1R26-AS1	21988
chr11	33256671	33357022	NM_001278163	0.032	+	HIPK3	21989
chr14	100277356	100277417	NR_106822	0.032	+	MIR6764	21990
chr3	188151205	188154088	NR_036497	0.032	-	LPP-AS2	21991
chr19	9621481	9634862	NR_122038	0.032	+	ZNF561-AS1	21992
chr8	23702450	23706598	NM_001136271	0.032	-	NKX2-6	21993
chr7	6161780	6272611	NM_004227	0.032	-	CYTH3	21994
chr7	129502478	129512932	NM_001195243	0.032	+	SMKR1	21995
chr7	128938216	128950042	NM_032643	0.032	+	IRF5	21996
chr6	26199558	26199988	NM_003522	0.032	+	HIST1H2BF	21997
chr3	73061658	73063320	NM_018029	0.032	+	EBLN2	21998
chr3	44729605	44737083	NM_001258280	0.032	+	ZNF501	21999
chr3	44729605	44737083	NM_145044	0.032	+	ZNF501	22000
chr1	202348701	202588569	NM_002481	0.032	+	PPP1R12B	22001
chr1	202348701	202438242	NM_001167858	0.032	+	PPP1R12B	22002
chr1	202348701	202438242	NM_001167857	0.032	+	PPP1R12B	22003
chr20	12934877	12936963	NR_109872	0.032	-	LOC102606466	22004
chr17	57085773	57121344	NM_001242902	0.032	+	AKAP1	22005
chr2	218264128	218270209	NM_001087	0.032	-	AAMP	22006
chr2	218264128	218270209	NM_001302545	0.032	-	AAMP	22007
chr15	73052483	73305206	NM_002499	0.032	+	NEO1	22008
chr15	73052483	73305206	NM_001172623	0.032	+	NEO1	22009
chr15	73052483	73305206	NM_001172624	0.032	+	NEO1	22010
chr17	57085716	57121344	NM_001242903	0.032	+	AKAP1	22011
chr2	32927126	32946135	NR_027097	0.032	+	LOC100271832	22012
chr22	21282424	21297726	NR_024583	0.032	+	POM121L8P	22013
chr18	24162045	24311506	NM_001242508	0.032	-	OSBPL1A	22014
chr11	61203494	61212878	NM_001079807	0.032	+	PGA3	22015
chr7	36997795	37013630	NR_104120	0.032	+	ELMO1-AS1	22016
chr8	22604631	22620470	NR_033902	0.032	+	CCAR2	22017
chr4	185363877	185378998	NM_018409	0.032	-	LRP2BP	22018
chr19	9607325	9621240	NM_152289	0.032	-	ZNF561	22019
chr1	20112649	20119566	NM_012400	0.032	-	PLA2G2D	22020
chr1	20112649	20119566	NM_001271814	0.032	-	PLA2G2D	22021
chr6	26196783	26199293	NM_003530	0.031	-	HIST1H3D	22022
chr6	26198783	26199293	NM_021065	0.031	-	HIST1H2AD	22023
chr2	218270391	218346793	NM_015488	0.031	+	PNKD	22024
chr2	218270391	218272947	NM_001077399	0.031	+	PNKD	22025
chr9	35042471	35045991	NM_001287391	0.031	+	C9orf131	22026
chr1	185323846	185335039	NR_038424	0.031	-	GS1-279B7.1	22027
chr3	138947233	138953988	NM_001040061	0.031	+	FOXL2NB	22028
chr19	40576850	40591399	NM_138392	0.031	+	SHKBP1	22029
chr19	3880619	3928082	NM_033064	0.031	+	ATCAY	22030
chr3	111592899	111595335	NM_024508	0.031	-	ZBED2	22031
chr7	77538034	77640071	NM_001131009	0.031	+	PTPN12	22032
chr7	77538034	77640071	NM_001131008	0.031	+	PTPN12	22033
chr2	24049713	24063680	NM_004116	0.031	+	FKBP1B	22034
chr2	24049713	24063680	NM_054033	0.031	+	FKBP1B	22035
chr11	60971640	61020376	NM_001254751	0.031	+	CD6	22036
chr11	60971640	61020376	NM_001254750	0.031	+	CD6	22037
chr11	60971640	61020376	NR_045638	0.031	+	CD6	22038
chr11	60971640	61020376	NM_006725	0.031	+	CD6	22039
chr3	138944223	138947140	NM_023067	0.031	-	FOXL2	22040
chrX	30247153	30252038	NM_177404	0.031	+	MAGEB1	22041
chr3	183122214	183162879	NM_014398	0.031	-	LAMP3	22042
chr13	29936530	29950488	NR_033889	0.031	+	LINC00544	22043
chr2	64901839	64932447	NR_036586	0.031	-	LOC400958	22044
chr12	75040077	75209748	NM_139136	0.031	-	KCNC2	22045
chr12	75040077	75209748	NM_001260497	0.031	-	KCNC2	22046
chr12	75040077	75209748	NM_139137	0.031	-	KCNC2	22047
chr12	75040077	75209748	NM_001260499	0.031	-	KCNC2	22048
chr12	75040077	75209748	NM_001260498	0.031	-	KCNC2	22049
chr12	75040077	75209748	NM_153748	0.031	-	KCNC2	22050
chr8	66988130	67028551	NM_001013626	0.031	-	PPP1R42	22051
chr1	180269662	180274681	NR_037642	0.031	-	LHX4-AS1	22052
chr8	39743735	39838289	NM_001278113	0.031	-	ADAM2	22053
chr8	39743735	39838289	NM_001278114	0.031	-	ADAM2	22054
chr8	39743735	39838289	NM_001464	0.031	-	ADAM2	22055
chr9	35042207	35045991	NM_203299	0.031	+	C9orf131	22056
chr9	35042207	35045991	NM_001040410	0.031	+	C9orf131	22057
chr19	43612100	43614498	NM_001145641	0.031	+	SRRM5	22058
chr11	33257321	33357022	NM_005734	0.031	+	HIPK3	22059
chr11	33257321	33357022	NM_001048200	0.031	+	HIPK3	22060
chr8	22605025	22620470	NM_021174	0.031	+	CCAR2	22061
chr19	54630516	54637530	NM_001081637	0.031	+	LILRB1	22062
chr19	54630516	54637530	NR_103518	0.031	+	LILRB1	22063
chr19	54630516	54634183	NM_001278399	0.031	+	LILRB1	22064
chr19	54630516	54637530	NM_001278398	0.031	+	LILRB1	22065
chr14	26775495	26822120	NR_110033	0.031	-	LOC101927062	22066
chr1	39738844	39756769	NM_006112	0.031	+	PPIE	22067
chr1	39738844	39756769	NR_036544	0.031	+	PPIE	22068
chr1	39738844	39756769	NR_036543	0.031	+	PPIE	22069
chr1	39738844	39763914	NM_001195007	0.031	+	PPIE	22070
chr1	39738844	39763914	NM_203456	0.031	+	PPIE	22071
chr8	143915146	143950876	NM_201380	0.031	-	PLEC	22072
chr7	149872967	149880712	NR_110612	0.031	+	ATP6V0E2	22073
chr7	149872967	149880712	NM_001100592	0.031	+	ATP6V0E2	22074
chr7	149872967	149880712	NM_001289990	0.031	+	ATP6V0E2	22075
chr7	149872967	149880712	NM_145230	0.031	+	ATP6V0E2	22076
chr1	182646656	182672932	NM_033345	0.031	-	RGS8	22077
chr1	182646656	182672932	NM_001102450	0.031	-	RGS8	22078
chr17	47951967	47957877	NM_024320	0.031	-	PRR15L	22079
chr20	45705101	45705180	NR_037411	0.031	-	MIR3617	22080
chr7	80646091	80674418	NM_001289909	0.031	+	CD36	22081
chr7	80646091	80674418	NR_110501	0.031	+	CD36	22082
chr17	57085191	57121349	NM_003488	0.031	+	AKAP1	22083
chr8	42416461	42501460	NM_001257180	0.031	-	SLC20A2	22084
chr19	54630410	54637530	NM_001081639	0.031	+	LILRB1	22085
chr19	54630410	54637530	NM_001081638	0.031	+	LILRB1	22086
chr7	150991055	151014599	NM_000603	0.031	+	NOS3	22087
chr1	206591642	206612551	NM_006893	0.031	-	EIF2D	22088
chr1	206591642	206612551	NM_001201478	0.031	-	EIF2D	22089
chr17	58541586	58544372	NM_001038704	0.031	-	C17orf47	22090
chr15	82471481	82513995	NR_102748	0.031	-	LOC727751	22091
chr15	82471481	82513995	NR_102747	0.031	-	LOC727751	22092
chr5	40909496	40982941	NM_000587	0.031	+	C7	22093
chr15	82471476	82513999	NR_033936	0.031	-	GOLGA2P10	22094
chr15	82471476	82513999	NR_103496	0.031	-	GOLGA2P10	22095
chr15	82471476	82513999	NR_026811	0.031	-	GOLGA2P10	22096
chr1	144421385	144459464	NM_001170755	0.031	-	NBPF15	22097
chr9	35732319	35737008	NM_006368	0.031	+	CREB3	22098
chr3	101324188	101513241	NM_001077203	0.031	-	SENP7	22099
chr3	101324188	101513241	NM_001282801	0.031	-	SENP7	22100
chr3	101371852	101513241	NM_001282804	0.031	-	SENP7	22101
chr3	101324188	101513241	NM_001282803	0.031	-	SENP7	22102
chr3	101324188	101513241	NM_001282802	0.031	-	SENP7	22103
chr3	101324188	101513241	NM_020654	0.031	-	SENP7	22104
chr3	52287819	52295256	NM_145262	0.031	+	GLYCTK	22105
chr3	52287819	52295256	NR_026701	0.031	+	GLYCTK	22106
chr3	52287819	52295256	NR_026699	0.031	+	GLYCTK	22107
chr3	52287819	52295256	NR_026700	0.031	+	GLYCTK	22108
chr3	52287819	52293005	NM_001144951	0.031	+	GLYCTK	22109
chr3	52287819	52295256	NR_026702	0.031	+	GLYCTK	22110
chr1	44213452	44220679	NM_019100	0.031	+	DMAP1	22111
chr1	44213452	44220679	NM_001034024	0.031	+	DMAP1	22112
chr1	44213452	44220679	NM_001034023	0.031	+	DMAP1	22113
chr19	15851993	15864904	NM_001302493	0.031	-	LOC102724279	22114
chr9	35697336	35732395	NM_006289	0.031	-	TLN1	22115
chr8	23841920	23854807	NM_003155	0.031	-	STC1	22116
chr7	99890406	99919600	NM_033091	0.031	-	TRIM4	22117
chr7	99890406	99919600	NM_033017	0.031	-	TRIM4	22118
chr20	45684650	45705019	NM_172131	0.031	-	WFDC10B	22119
chr20	45684650	45705019	NM_172006	0.031	-	WFDC10B	22120
chr1	231018957	231040249	NM_198552	0.031	-	FAM89A	22121
chr21	42893267	42909663	NM_021075	0.031	+	NDUFV3	22122
chr21	42893267	42909663	NM_001001503	0.031	+	NDUFV3	22123
chr21	30746950	30747202	NM_181617	0.031	-	KRTAP21-2	22124
chr7	129770382	129770492	NR_029614	0.031	-	MIR182	22125
chr4	40810026	41214618	NM_004307	0.031	-	APBB2	22126
chr4	40810026	41214618	NM_001166050	0.031	-	APBB2	22127
chr4	40810026	41214618	NM_173075	0.031	-	APBB2	22128
chr1	53238609	53242783	NR_038953	0.031	+	LOC100507564	22129
chr1	53226891	53238610	NM_002370	0.031	-	MAGOH	22130
chr7	80646328	80674418	NM_001127443	0.031	+	CD36	22131
chr11	129899705	129947622	NM_199439	0.031	-	PRDM10	22132
chr11	129899705	129947622	NM_199438	0.031	-	PRDM10	22133
chr20	5990794	6005821	NR_110101	0.031	-	MCM8-AS1	22134
chr1	203051182	203078736	NM_015053	0.031	+	PPFIA4	22135
chr13	52843973	52848640	NM_032949	0.031	-	PCDH8	22136
chr13	52843973	52848640	NM_002590	0.031	-	PCDH8	22137
chr11	113975074	113990312	NR_046363	0.031	+	HTR3A	22138
chr11	113975074	113990312	NM_000869	0.031	+	HTR3A	22139
chr11	113975074	113990312	NM_213621	0.031	+	HTR3A	22140
chr4	77511752	77611836	NM_006419	0.031	+	CXCL13	22141
chr7	80646445	80674418	NM_001127444	0.031	+	CD36	22142
chr20	43514435	43541895	NM_015478	0.031	+	L3MBTL1	22143
chr2	131491159	131491236	NR_039945	0.031	-	MIR4784	22144
chr3	52794767	52809009	NM_002217	0.030	+	ITIH3	22145
chr10	113709344	113730909	NM_001267058	0.030	+	CASP7	22146
chr12	109900273	109918069	NM_001143852	0.030	+	TCHP	22147
chr1	8424644	8435016	NR_125999	0.030	+	LOC102724552	22148
chr22	30488905	30505711	NM_001161368	0.030	-	SEC14L4	22149
chr22	30488905	30505711	NM_174977	0.030	-	SEC14L4	22150
chr22	21467169	21469935	NM_001207052	0.030	+	TMEM191C	22151
chr13	50882378	50910712	NR_046552	0.030	-	RNASEH2B-AS1	22152
chr20	6006092	6040051	NM_019095	0.030	+	CRLS1	22153
chr19	10013248	10022278	NM_015725	0.030	+	RDH8	22154
chr11	5225465	5227071	NM_000518	0.030	-	HBB	22155
chrX	119925049	119943772	NM_024528	0.030	-	NKAP	22156
chr1	160876539	160885170	NM_017625	0.030	-	ITLN1	22157
chr7	80646652	80674418	NM_001289908	0.030	+	CD36	22158
chr4	79492592	79576460	NR_038826	0.030	+	LINC00989	22159
chr17	39461510	39534565	NM_016507	0.030	+	CDK12	22160
chr17	39461510	39534565	NM_015083	0.030	+	CDK12	22161
chr19	51795157	51826081	NM_002030	0.030	+	FPR3	22162
chr11	8911191	8920079	NR_045418	0.030	+	AKIP1	22163
chr11	8911191	8920079	NR_045417	0.030	+	AKIP1	22164
chr7	148807371	148884349	NM_152998	0.030	-	EZH2	22165
chr7	148807371	148884349	NM_004456	0.030	-	EZH2	22166
chr7	148807371	148884349	NM_001203248	0.030	-	EZH2	22167
chr7	148807371	148884349	NM_001203247	0.030	-	EZH2	22168
chr15	74174563	74176871	NM_201526	0.030	+	ISLR	22169
chr10	92593067	92655395	NM_004523	0.030	+	KIF11	22170
chr11	8911153	8920079	NM_020642	0.030	+	AKIP1	22171
chr11	8911153	8920079	NM_001206646	0.030	+	AKIP1	22172
chr11	8911153	8920079	NM_001206648	0.030	+	AKIP1	22173
chr11	8911153	8920079	NM_001206647	0.030	+	AKIP1	22174
chr9	35732921	35732995	NR_106912	0.030	+	MIR6853	22175
chr13	95801580	96053482	NM_020121	0.030	-	UGGT2	22176
chr16	69132595	69169034	NM_032830	0.030	+	CIRH1A	22177
chr16	69118008	69132590	NR_033227	0.030	-	CHTF8	22178
chr16	69118008	69132590	NM_001039690	0.030	-	CHTF8	22179
chr12	109900517	109918069	NM_032300	0.030	+	TCHP	22180
chr7	43508727	43522542	NR_038276	0.030	-	LOC100506895	22181
chr11	118381219	118418815	NR_046370	0.030	-	LOC100131626	22182
chr11	118381219	118418815	NR_046369	0.030	-	LOC100131626	22183
chr1	156840872	156858920	NM_014215	0.030	-	INSRR	22184
chr11	75404420	75404566	NR_000025	0.030	+	SNORD15B	22185
chr17	30559565	30563491	NM_015594	0.030	+	TBC1D29	22186
chr11	90031105	90042025	NM_001195234	0.030	+	TRIM49C	22187
chr13	77895480	77975529	NM_000115	0.030	-	EDNRB	22188
chr15	41332693	41381050	NM_018454	0.030	+	NUSAP1	22189
chr15	41332693	41381050	NM_001243144	0.030	+	NUSAP1	22190
chr15	41332693	41381050	NM_001243143	0.030	+	NUSAP1	22191
chr15	41332693	41381050	NM_016359	0.030	+	NUSAP1	22192
chr15	41332693	41381050	NM_001243142	0.030	+	NUSAP1	22193
chr15	41332693	41381050	NM_001301136	0.030	+	NUSAP1	22194
chr1	40393344	40423326	NM_001198979	0.030	+	SMAP2	22195
chr8	42255320	42270961	NR_125823	0.030	-	LOC101929897	22196
chrX	141002590	141003706	NM_032461	0.030	+	SPANXB1	22197
chr19	54137719	54155708	NM_014516	0.030	+	CNOT3	22198
chr7	151232488	151238827	NM_019015	0.030	+	CHPF2	22199
chr7	151232488	151238827	NM_001284295	0.030	+	CHPF2	22200
chr16	28292518	28323849	NM_001024401	0.030	+	SBK1	22201
chr15	41309267	41332621	NM_007280	0.030	-	OIP5	22202
chr7	149867693	149873862	NR_027040	0.030	-	ATP6V0E2-AS1	22203
chr11	8693351	8910951	NM_005418	0.030	-	ST5	22204
chr3	52254421	52278643	NM_025222	0.030	-	WDR82	22205
chr1	235367359	235448968	NM_001287801	0.030	+	TBCE	22206
chr1	235367359	235448968	NM_001287802	0.030	+	TBCE	22207
chr1	235367359	235448968	NM_003193	0.030	+	TBCE	22208
chr1	235367359	235448968	NM_001079515	0.030	+	TBCE	22209
chr11	33258330	33357022	NM_001278162	0.030	+	HIPK3	22210
chr1	209686179	209734950	NM_181755	0.030	+	HSD11B1	22211
chr1	209686179	209734950	NM_001206741	0.030	+	HSD11B1	22212
chr14	105969728	105972269	NR_002224	0.030	-	ADAM6	22213
chr5	111092171	111130502	NM_139281	0.030	+	WDR36	22214
chr3	54122665	55074557	NM_018398	0.030	+	CACNA2D3	22215
chr1	57860542	57862982	NR_104365	0.030	+	DAB1-AS1	22216
chr1	57860542	57863114	NR_104362	0.030	+	DAB1-AS1	22217
chr1	57860542	57863114	NR_104363	0.030	+	DAB1-AS1	22218
chr1	57860542	57863114	NR_104364	0.030	+	DAB1-AS1	22219
chr15	58988145	59097419	NM_001270530	0.030	+	RNF111	22220
chr9	35041094	35045991	NM_001040412	0.030	+	C9orf131	22221
chr9	35041094	35045991	NM_001040411	0.030	+	C9orf131	22222
chr1	197912504	197930143	NM_001014434	0.030	+	LHX9	22223
chr22	39223679	39244952	NM_002608	0.030	-	PDGFB	22224
chr14	64465498	64474503	NM_004857	0.030	+	AKAP5	22225
chrX	129540274	129592553	NM_000276	0.030	+	OCRL	22226
chrX	129540274	129592553	NM_001587	0.030	+	OCRL	22227
chr14	93185029	93187080	NM_001098621	0.030	+	TMEM251	22228
chr14	24505505	24508265	NM_001836	0.030	-	CMA1	22229
chr20	3888838	3923855	NM_024960	0.030	+	PANK2	22230
chr14	95407265	95410090	NR_026779	0.030	-	LINC00341	22231
chr16	69118008	69132168	NM_001040146	0.030	-	CHTF8	22232
chr3	52495339	52524495	NM_015136	0.030	+	STAB1	22233
chr12	132783867	132828840	NM_001172557	0.030	-	GOLGA3	22234
chr2	48617779	48679611	NM_001193487	0.030	+	GTF2A1L	22235
chr2	48617779	48679611	NM_006872	0.030	+	GTF2A1L	22236
chr12	57194503	57194576	NR_031597	0.030	+	MIR1228	22237
chr20	4220630	4249012	NM_000678	0.030	-	ADRA1D	22238
chr14	93184950	93187086	NM_015676	0.030	+	TMEM251	22239
chr9	22002902	22009313	NM_078487	0.030	-	CDKN2B	22240
chr9	22002902	22009313	NM_004936	0.030	-	CDKN2B	22241
chr8	42271301	42332653	NR_033818	0.030	+	IKBKB	22242
chr8	42271301	42332653	NM_001556	0.030	+	IKBKB	22243
chr8	42271301	42332653	NR_033819	0.030	+	IKBKB	22244
chr8	42271301	42332653	NM_001242778	0.030	+	IKBKB	22245
chr8	42271301	42332653	NM_001190720	0.030	+	IKBKB	22246
chr8	42271301	42332653	NR_040009	0.030	+	IKBKB	22247
chr9	128787206	128810432	NM_018201	0.030	+	TBC1D13	22248
chr9	128787206	128810432	NM_001286772	0.030	+	TBC1D13	22249
chr13	44432142	44436924	NM_006022	0.030	-	TSC22D1	22250
chr14	93182195	93184904	NM_022151	0.030	-	MOAP1	22251
chr2	27086742	27100751	NM_000221	0.030	+	KHK	22252
chr2	27086742	27100751	NM_006488	0.030	+	KHK	22253
chr17	7014736	7017524	NM_001142798	0.030	+	C17orf49	22254
chr17	7014736	7017524	NM_001142799	0.030	+	C17orf49	22255
chr17	7014736	7017524	NM_174893	0.030	+	C17orf49	22256
chr3	196867855	196934713	NM_152699	0.030	+	SENP5	22257
chr9	127869414	127869495	NR_039819	0.030	-	MIR4672	22258
chr12	15322256	15598331	NM_002848	0.029	+	PTPRO	22259
chr12	15322256	15598331	NM_030667	0.029	+	PTPRO	22260
chr12	132768908	132828702	NM_005895	0.029	-	GOLGA3	22261
chr2	64092651	64144471	NM_020651	0.029	-	PELI1	22262
chr1	166989088	167022212	NM_032858	0.029	+	MAEL	22263
chr1	166989088	167022212	NM_001286377	0.029	+	MAEL	22264
chr1	39758230	39788861	NM_001720	0.029	-	BMP8B	22265
chrX	37838835	37847636	NM_006520	0.029	-	DYNLT3	22266
chr3	112815708	112845950	NM_001199215	0.029	-	CD200R1L	22267
chr3	112815708	112845950	NM_001008784	0.029	-	CD200R1L	22268
chr13	41566824	41961085	NM_015058	0.029	-	VWA8	22269
chr13	41719336	41961085	NM_001009814	0.029	-	VWA8	22270
chr9	128392620	128392708	NR_039815	0.029	+	MIR219B	22271
chr11	57037533	57038460	NR_036445	0.029	+	OR5AK4P	22272
chr20	3889094	3923855	NM_153638	0.029	+	PANK2	22273
chr22	32359905	32371264	NR_104232	0.029	-	RFPL3S	22274
chr13	41961168	41981565	NR_039974	0.029	+	VWA8-AS1	22275
chr2	38131104	38181851	NR_027252	0.029	+	CYP1B1-AS1	22276
chr9	128392617	128392714	NR_029837	0.029	-	MIR219A2	22277
chr1	8352403	8423687	NM_001042682	0.029	-	RERE	22278
chr5	124636916	124745112	NM_020747	0.029	-	ZNF608	22279
chr15	47718488	47765480	NM_024966	0.029	+	SEMA6D	22280
chr15	47718488	47774223	NM_020858	0.029	+	SEMA6D	22281
chr15	47718488	47774223	NM_153616	0.029	+	SEMA6D	22282
chr15	47718488	47774223	NM_153618	0.029	+	SEMA6D	22283
chr15	47718488	47774223	NM_153617	0.029	+	SEMA6D	22284
chr15	47718488	47774223	NM_153619	0.029	+	SEMA6D	22285
chr2	74832654	74893354	NM_000189	0.029	+	HK2	22286
chr7	106248285	106285192	NM_005746	0.029	-	NAMPT	22287
chr15	74173745	74176871	NM_005545	0.029	+	ISLR	22288
chr15	58987665	59097419	NM_017610	0.029	+	RNF111	22289
chr15	58987665	59097419	NM_001270528	0.029	+	RNF111	22290
chr15	58987665	59097419	NM_001270529	0.029	+	RNF111	22291
chr7	148807371	148883509	NM_001203249	0.029	-	EZH2	22292
chr3	12153067	12159351	NM_003256	0.029	-	TIMP4	22293
chr13	44432142	44437254	NM_001243797	0.029	-	TSC22D1	22294
chr11	134331873	134376324	NM_138342	0.029	+	GLB1L2	22295
chr5	31936101	31936159	NR_036241	0.029	-	MIR4279	22296
chr15	30103546	30131734	NR_027470	0.029	+	ULK4P2	22297
chr15	30103546	30131734	NR_026858	0.029	+	ULK4P1	22298
chr17	50094736	50111369	NM_001199898	0.029	+	PDK2	22299
chr22	32359905	32371076	NR_001450	0.029	-	RFPL3S	22300
chr22	32359905	32371076	NR_002596	0.029	-	RFPL3S	22301
chr13	50909677	50970460	NM_001142279	0.029	+	RNASEH2B	22302
chr13	50909677	50956765	NM_024570	0.029	+	RNASEH2B	22303
chr20	18674394	18698708	NR_109955	0.029	-	LOC101929526	22304
chr1	202820256	202827213	NR_038135	0.029	+	MGAT4EP	22305
chr3	72749276	72848447	NM_018130	0.029	-	SHQ1	22306
chr20	6007251	6040051	NM_001127458	0.029	+	CRLS1	22307
chr7	116862508	116919259	NM_006136	0.029	+	CAPZA2	22308
chr17	42900796	42914433	NM_001270397	0.029	+	G6PC	22309
chr17	42900796	42914433	NM_000151	0.029	+	G6PC	22310
chr21	42974509	43033931	NM_004571	0.029	+	PKNOX1	22311
chr21	42974509	43033931	NM_001286258	0.029	+	PKNOX1	22312
chr15	30103731	30131745	NR_026859	0.029	+	ULK4P3	22313
chrX	47571900	47619857	NM_133499	0.029	-	SYN1	22314
chrX	47571900	47619857	NM_006950	0.029	-	SYN1	22315
chr5	172662164	172662263	NR_049799	0.029	+	MIR5003	22316
chr7	128940669	128950042	NM_001098627	0.029	+	IRF5	22317
chr7	29920102	29990289	NM_001145514	0.029	-	SCRN1	22318
chr3	120165480	120244295	NM_153002	0.029	-	GPR156	22319
chr3	120165480	120244295	NM_001168271	0.029	-	GPR156	22320
chr19	40778218	40796944	NM_016154	0.029	+	RAB4B	22321
chr19	40778218	40808441	NR_037791	0.029	+	RAB4B-EGLN2	22322
chr6	24544103	24583227	NM_001252328	0.029	-	KIAA0319	22323
chr13	52810049	52810140	NR_031582	0.029	+	MIR759	22324
chr12	31073844	31104791	NM_030653	0.029	+	DDX11	22325
chr12	31073844	31104791	NM_152438	0.029	+	DDX11	22326
chr12	31073844	31104791	NM_001257145	0.029	+	DDX11	22327
chr12	31073844	31104791	NM_001257144	0.029	+	DDX11	22328
chr12	31073844	31104791	NM_004399	0.029	+	DDX11	22329
chr12	31020762	31073847	NR_038927	0.029	-	DDX11-AS1	22330
chr6	32840716	32844935	NM_004159	0.029	-	PSMB8	22331
chr17	47823271	47831541	NM_145255	0.029	-	MRPL10	22332
chr17	47823271	47831541	NM_148887	0.029	-	MRPL10	22333
chr17	47823271	47831541	NR_037575	0.029	-	MRPL10	22334
chr19	16015633	16027462	NR_026828	0.029	+	LINC00661	22335
chr17	47831626	47837713	NM_033413	0.029	+	LRRC46	22336
chr1	182899864	182953418	NM_030933	0.029	-	SHCBP1L	22337
chr1	95510115	95515464	NR_110621	0.029	+	LOC100996635	22338
chr1	95510115	95515464	NR_110622	0.029	+	LOC100996635	22339
chr1	177929106	177969915	NM_033127	0.029	-	SEC16B	22340
chr7	29920102	29990118	NM_001145513	0.029	-	SCRN1	22341
chr6	30136107	30148735	NM_001286633	0.029	+	TRIM40	22342
chr2	24029335	24047426	NM_025203	0.029	-	C2orf44	22343
chr2	24029335	24047426	NM_001142319	0.029	-	C2orf44	22344
chr6	136342280	136466875	NM_001198615	0.029	-	MAP7	22345
chr5	108727824	108728261	NR_046368	0.029	-	LINC01023	22346
chr10	104309695	104328992	NM_001272012	0.029	-	ITPRIP	22347
